EN,FR
From 1836–1840 Salvi had a number of lauded successes at the Teatro Carlo Felice.,De 1836-1840 Salvi obtient plusieurs succès au Teatro Carlo Felice.
Baggovut covered the left of the line and the bridge over the Narew from a position in front of the ravine with ten battalions two squadrons of dragoons and an artillery battery.,Le général Bagavout couvre la gauche de la ligne au pont qui enjambe la Narew il tient une position située devant le ravin avec dix bataillons deux escadrons des dragons et une batterie d'artillerie.
These items are appropriate for adults and adolescents of above-average intelligence.,Cette version est adaptée aux adultes et adolescents présentant une intelligence au-dessus de la moyenne.
During this period he taught in the Jazz Workshop of Stanford University.,Pendant cette période il était également enseignant à l'Atelier de Jazz de l’Université de Stanford.
The American foundation of this cat breed was laid by the cats Siegfried (1984) and Brunhilde (1985).,La lignée américaine de cette race a été créée par les chats Siegfried (1984) et Brunhilde (1985).
The first puzzle worth $1000 determines who the host interviews first; the second worth $2000 determines who spins first in round 1; and the third worth $3000 determines who starts round 4.,Le premier détermine qui est interviewé premier le deuxième détermine qui commence la ronde 1 et le troisième détermine qui commence la ronde 4; respectivement ceux-ci sont évalués à 1 000 $ 2 000 $ et 3 000 $.
In his first match Tibet's team wins against North Viva Goa 4–0 football stadium Duler.,Lors de son premier match l'équipe du Tibet gagne face à Viva Nord Goa 4 à 0 au stade de football Duler.
After a brief stint on Capitol Records (during which he recorded another unreleased album American Lowlife) R.A. signed with independent label Nature Sounds and released his official debut Die Rugged Man Die.,Après un bref passage au label Capitol Records période durant laquelle il enregistre un autre album non publié American Lowlife) R.A. signe au label indépendant Nature Sounds et publie son premier album Die Rugged Man Die.
As the examples suggest free objects look like constructions from syntax; one may reverse that to some extent by saying that major uses of syntax can be explained and characterised as free objects in a way that makes apparently heavy 'punctuation' explicable (and more memorable).,Comme le suggèrent les exemples les objets libres peuvent être construits par la syntaxe ; réciproquement dans une certaine mesure les principaux objets produits par la syntaxe peuvent être expliqués et caractérisés comme des objets libres d'une manière qui rend plus compréhensible (et plus facile à mémoriser) leur aspect apparemment lourd.
She is a member of the Reading Committee of Flammarion (1991-1993) then a member of the Commission Poésie of the Centre national du livre (2003–2006).,Elle est membre du Comité de lecture de Flammarion (1991-1993) puis membre de la Commission Poésie du Centre national du livre (2003-2006).
Over 4900 people are employed in Germany.,Plus de 4 900 personnes y sont employées.
Dissolution of SeO2 in selenium oxydichloride give the trimer 3.,La dissolution de l'oxydichlorure de sélénium (en) SeOCl2 donne le trimère 3.
This season includes three new characters portrayed by Robert Buckley Shantel VanSanten and Jana Kramer.,India est la dernière d'une longue lignée de nouveaux acteurs incluant Robert Buckley Shantel VanSanten et Jana Kramer pour la saison 7.
In the case of Frúniz Julio Caro Baroja proposed that the name could come from a hypothetical Furius - a Latin word.,Dans le cas de Fruniz Julio Caro Baroja a proposé que ce nom pourrait provenir d'un Furius hypothétique un nom latin documenté.
In 1731 Rameau became the conductor of La Poupelinière's private orchestra which was of an extremely high quality.,On suppose que dès 1731 Rameau dirige l'orchestre privé de très grande qualité financé par La Pouplinière.
In Confederacy such narrative interludes vary more widely in form and include light verse journal entries by Ignatius and also letters between himself and Myrna.,Dans la Conjuration les changements narratifs sont plus fréquents et variés dans la forme incluant par exemple des vers des passages du journal d’Ignatius ou la correspondance de celui-ci et de Myrna.
"They won the ""Electronic Talent"" prize in 2000 at the Midem with Elegia Laurent Garnier.",Il fut « Talent Électronique » en 2000 au Midem au côté D'Elegia Laurent Garnier.
Li's non-violent philosophy inspired a vast crowd not only the Chinese cultural elites but also a new generation of students as well as the Chinese masses and people from the international community.,La philosophie non-violente de Li a inspiré une vaste foule non seulement les élites culturelles chinoises mais aussi une nouvelle génération d'étudiants ainsi que les masses chinoises et les gens de la communauté internationale.
Other landmarks include the Church of St. Adalbert Town Hall Tower and the Adam Mickiewicz Monument.,Il y a également sur la place l'église Saint-Adalbert (pl) la tour de l'Hôtel de Ville et le monument d'Adam Mickiewicz.
A temporary shrine was erected on the site of the attack while plans and fundraising for a more permanent memorial were undertaken.,Un sanctuaire provisoire fut érigé sur le lieu de l'attentat pendant que le projet d'un mémorial permanent était étudié.
The Fanions of these units were destroyed at the last minute.,Les fanions de ses unités sont détruits dans les dernières minutes.
On 10 January 1935 the German naval attaché in Tokyo Captain Paul Wenneker was invited by Admiral Nobumasa Suetsugu to tour Tama battleship Kongō and submarine I-2 at Yokosuka Naval District.,Le 10 janvier 1935 l'attaché militaire allemand à Tokyo le capitaine Paul Wenneker (en) est invité par l'amiral Nobumasa Suetsugu (en) à visiter le Tama le cuirassé Kongō et le sous-marin I-2 au district naval de Yokosuka.
This long range meant that if they were launched from forward bases in Europe Turkey or Alaska the F-108 would be able to travel a fair distance over the USSR and help disrupt the defences for the following North American XB-70 bombers.,Ce long rayon d'action signifiait que s'ils avaient été lancés depuis des bases avancées en Europe Turquie ou Alaska les F-108 auraient été en mesure de parcourir une bonne distance au-dessus de l'URSS et auraient aidé à perturber les défenses antiaériennes permettant de dégager un passage moins dangereux aux bombardiers B-70 Valkyrie qui les auraient suivis.
Fresh production of new cents (with the weight increased to 1⁄5 ounce or 5.67 grams) was not required until 1876.,La production fraîche de nouvelles cents (avec le poids augmenté à 567 grammes (0200 oz)) n'était pas nécessaire jusqu'en 1876.
Ernest Muhlen was promoted to minister while Jean-Claude Juncker joined the government as Secretary of State for Work and Social Security.,Ernest Muhlen est promu ministre alors que Jean-Claude Juncker entre au gouvernement en tant que secrétaire d’État au Travail et à la Sécurité sociale.
While this form of headgear was particularly associated with the British Empire all European colonial powers used versions of it during the late 19th and early 20th centuries.,Bien que ce couvre-chef soit particulièrement associé aux Britanniques et aux Français toutes les puissances coloniales européennes utilisent différentes versions du salacot de la fin du XIXe siècle et début du XXe siècle.
Attempts in 1930 and again in 1967 in marshland north of Berlin were unsuccessful.,Les tentatives en 1930 et 1967 dans les marais au nord de Berlin ont échoué.
In the Japanese version Mei Ling only quoted Chinese proverbs: she would cite the original proverb in Chinese and then explain its meaning to Snake in Japanese.,Dans la version japonaise Mei Ling ne citait que des proverbes chinois elle citait le proverbe original en chinois et expliquait sa signification à Snake en japonais.
Upon returning from a trip to Seattle the Navidson family discovers a change in their home.,En revenant d'un voyage à Seattle la famille Navidson découvre un changement dans leur maison.
Diplomatic notes were sent to the governments of France the United Kingdom Italy the United States and Russia to notify them that the State of SCS was not at war with any of them and that the Council had taken over the entire Austro-Hungarian fleet; no response was provided and for all practical purposes the war went on unchanged.,Ils envoient des notes diplomatiques aux gouvernements français britannique italien américain et russe pour indiquer que l'État des SCS n'était en guerre avec aucun d'entre eux et que le Conseil avait pris le contrôle de la flotte austro-hongroise.
"Houston sang the song live on the HBO special ""Classic Whitney Live from Washington D.C."" on both October 3 and 5 1997.",Houston interprète la chanson en direct lors de l'émission spéciale Classic Whitney Live from Washington D.C. diffusée sur HBO les 3 et 5 octobre 1997.
Before joining Hong Kong University of Science and Technology he was the Assistant Director of the Mathematical and Physical Sciences Directorate at the US National Science Foundation from 2006 to 2009.,Avant de rejoindre l'Université des sciences et technologies de Hong Kong il a été le directeur adjoint du Directoire de Mathématiques et de Physique à la National Science Foundation (NSF) américaine de 2006 à 2009.
Countess Zichy invited them to live on Zichy family property in Óbuda.,La comtesse Zichy invite les Juifs à s'installer sur les terres de la famille Zichy à Óbuda.
Mi Pecado is a Mexican telenovela that aired on El Canal de las Estrellas in 2009.,Mi pecado est une telenovela mexicaine diffusée en 2009 sur la chaîne Canal de las Estrellas.
Raised in San Antonio he graduated from Robert E. Lee High School and the University of the Incarnate Word.,Il fut diplômé de Robert E. Lee High School et de l'université du Verbe incarné.
He sang with the Nederlandse Opera in Monteverdi's operas L'Orfeo and L'incoronazione di Poppea and also in Rêves d'un Marco Polo of Claude Vivier.,Il chante avec l'opéra national des Pays-Bas dans L'Orfeo et L'incoronazione di Poppea de Monteverdi et aussi dans les Rêves d'un Marco Polo de Claude Vivier.
With cycling becoming increasingly popular the Woodside Rail Trail is a regular spot for visitors.,Avec la popularité grandissante du cyclisme le « Woodside Rail Trail » est de plus en plus fréquenté.
Frederick Meyer stayed there until 1902 when Dr A. T Pierson was asked to undertake his duties during two prolonged periods of travel abroad.,Frederick Meyer y est resté jusqu'en 1902 quand on a demandé au pasteur presbytérien américain Arthur Tappan Pierson qui avait aussi remplacé Charles Spurgeon en son temps de le suppléer dans ses fonctions pendant deux périodes prolongées de voyages à l'étranger.
I Killed the Prom Queen was formed in Adelaide South Australia in late 2000 with the original line-up of Ben Engel on bass guitar Simon O'Gorman on guitar JJ Peters (Josef John W Peters) on drums Lee Stacy on vocals and Jona Weinhofen on guitar.,I Killed the Prom Queen est formé dans la ville d'Adélaïde en Australie-Méridionale fin 2000 avec un line-up composé de Ben Engel à la basse Simon O'Gorman à la guitare JJ Peters (Josef John W Peters) à la batterie Austin H au chant et Jona Weinhofen à la guitare.
Algernon Percy unsuccessfully applied for compensation in 1649 for the damage.,Algernon Percy fit une demande d'indemnisation en 1649 pour les dommages subis mais sans succès.
The government will not become complacent only if it is under the supervision of the people.,Le gouvernement ne va devenir complaisant que s'il est sous le contrôle du peuple.
When he saw the Union movement Hampton thought they were trying to position themselves to attack the rear of his force and sent a squadron to outflank them virtually surrounding the majority of the Union men.,Quand il voit le mouvement de l'Union Hampton pense qu'ils essayent de se positionner pour attaquer l'arrière de sa force et envoie un escadron les duper encerclant pratiquement la majorité des hommes de l'Union.
When finished the dome of the Candelária was the tallest structure in the city.,Une fois fini le dôme du Candelária était la structure la plus grande dans la ville.
The Great Depression and World War II accelerated the shift away from smallholder farming to larger farms and began a trend of urbanization.,La Grande Dépression et la Seconde Guerre mondiale ont accéléré le passage d'une agriculture dominée par les fermes de petits propriétaires à de plus grandes exploitations et ont fait débuter un processus d’urbanisation qui se poursuit encore aujourd'hui.
A narrow strip along the eastern side of the Black Sea has a modified version of a humid subtropical climate for example in Sochi Russia.,Une bande étroite le long de la côte est de la mer Noire a une version modifiée d'un climat subtropical humide par exemple à Sotchi en Russie.
In 1991 fellow Tropezian and textile worker Loïc Berthet takes over the brand.,En 1991 c’est autre Tropézien Loïc Berthet issu du textile qui reprend l’affaire.
Having lost custody of Henry the Yorkists needed a justification to continue the rebellion against the king and his Lancastrian followers.,Ayant perdu la garde du roi les yorkistes ont besoin d'une justification pour continuer à prendre les armes contre lui et ses partisans.
The unit carried out conventional police duties for the next two years under the command of Göring's ministerial adjutant Friedrich Jakoby but it was Göring's intention to ultimately produce a unit that would match the Reichswehr.,L'unité a exercé des fonctions de police classique durant deux années sous le commandement de l’adjudant ministériel de Göring Jakoby Friedrich mais Göring avait finalement l'intention de produire une unité qui corresponde à la Reichswehr.
1911 : Pont des Amidonniers known as pont des Catalans a road bridge over the Garonne in Toulouse.,1911 : Pont des Amidonniers dit pont des Catalans à Toulouse (pont routier sur la Garonne).
The streak came to a halt when she faced Andrea DeShong on October 6 of the same year.,La série s’est arrêtée lorsqu'elle a fait face à Andrea DeShong  le 6 octobre de la même année.
On 29 March 2007 Mihalis Filopoulos a 22-year-old Panathinaikos fan was stabbed to death at Paiania a town close to Athens where a women's volleyball game between Olympiacos and Panathinaikos was scheduled to take place that day during a pre-arranged clash between hooligans of the two clubs.,Le 29 mars 2007 lors d'un affrontement organisé par différents supporters un supporter de 22 ans du Panathinaikos est poignardé à mort à Paiania une ville proche d'Athènes alors qu'un match de volleyball féminin opposant les équipes de l'Olympiakos et du Panathinaikos devait avoir lieu ce jour-là.
The colour-grinder is at work in a corner a pupil prepares a palette and a black dog sleeps on the ground.,Le broyeur de couleurs est au travail dans un coin un élève prépare une palette tandis qu’un chien noir dort par terre.
"Njami is the curator of ""Africa Remix"" showed in Düsseldorf (Museum Kunst Palast) London (Hayward Gallery) Paris (Centre Pompidou) Tokyo (Mori Museum) Stockholm (Moderna Museet) and Johannesburg (Johannesburg Art Gallery) from 2004 to 2007.",Simon Njami conçoit également l'exposition Africa Remix présentée à Düsseldorf (Museum Kunst Palast) Londres (Hayward Gallery) Paris (Centre Pompidou) Tokyo (Mori Museum) Stockholm (Moderna Museet) et Johannesburg (Johannesburg Art Gallery) de 2004 à 2007.
Foley was also camp director at Valley Forge Military Academy in Wayne Pennsylvania.,Foley a également été directeur de camp d'entrainement à l'Académie Militaire deValley Forge située à Wayne (en) en Pennsylvanie.
On 27 July 1794 the Austrian troops left Liège after bombarding and burning the Amercœur district.,Le 27 juillet 1794 les troupes autrichiennes quittent Liège après avoir bombardé et incendié le quartier d'Amercœur.
A lifelong communist Gold was a novelist and literary critic.,Communiste toute sa vie durant Gold est un romancier et critique littéraire.
Bragg withdrew across the Neuse River and was unable to prevent the fall of Kinston on March 14.,Ce dernier se retira de l'autre côté de la rivière Neuse et fut impuissant à empêcher la chute de Kinston le 14 mars.
Six are still in place on the building.,Six sont encore en place sur le bâtiment.
In this palace Shah Abbas II and his successors would receive dignitaries and ambassadors either on the terrace or in one of the stately reception halls.,Dans ce palais Chah Abbas II et ses successeurs recevaient les dignitaires et les ambassadeurs sur la terrasse ou dans un des halls de réception.
A Twenty20 International is an international cricket match between two representative teams.,Le Twenty20 international est une forme de cricket disputée entre des équipes nationales.
"Jews were often called (and occasionally called themselves) Palestinians but after the emergence of Arab Palestinian nationalism and the establishment of the State of Israel in 1948 the term ""Palestinians"" came to be used almost exclusively for Palestinian Arabs.",Dans la période précédant le mandat britannique de Palestine et au cours de celui-ci les Juifs du Yichouv étaient appelés (et se dénommaient) « Juifs palestiniens » ou simplement « Palestiniens » mais après l'établissement de l'État d'Israël en 1948 et l'émergence du nationalisme palestinien arabe dans les années 1960 le terme « Palestiniens » ne désigna plus que les Arabes palestiniens.
Three of these new centres are particularly relevant: the Centre for Biotechnology the Centre for Zoology and Hydro-ecology and the Centre for Organic and Pharmaceutical Chemistry.,Trois de ces nouveaux centres sont particulièrement importants : le Centre de biotechnologie le Centre de zoologie et d’hydroécologie et le Centre de chimie organique et pharmaceutique.
Notice that as long as there exists some path with a positive residual capacity the flow will not be maximum.,À noter que tant qu'il existe un chemin avec une capacité résiduelle positive le flot ne peut être maximal.
For purchasing power parity comparisons the US Dollar is exchanged at 9.40 Soms only.,Pour les comparaisons de parité de pouvoir d'achat le dollar US est échangé à 940 soms seulement.
Jacques-Henri Rys died prematurely in 1960 aged 51.,Jacques-Henri Rys est décédé prématurément en 1960 à l'âge de 51 ans.
The Shipbuilding &amp; Engineering Company's ship G.C. Amdrup is also named for him.,Le navire de la Shipbuilding &amp; Engineering Company's G.C. Amdrup porte son nom.
He supported the candidacy of Ferdinand of Habsburg early and Ferdinand reward him after the coronation in 1527 with the confirmation of his captaincy in Bohemia and awarding him the post of Oberlandeshauptmann in Silesia.,Il soutient la candidature de Ferdinand de Habsbourg qui le récompense après son couronnement en 1527 en lui confirmant sa charge de « Capitaine de Bohême » et lui octroie la fonction de Oberlandeshauptmann en Silésie.
"Daena is a feminine noun which translates to ""that which is seen or observed"".",Daênâ est un substantif féminin qui se traduit par « ce qui est vu ou observé ».
They wear the skull masks which later became their symbol and fetish even during their few interviews on television.,Ce masque de crâne devenu leur symbole et fétiche est porté même lors de leurs rares interviews à la télévision.
"DJ Clazzi described as ""a magician at synthesizing different sounds in music into creating one unique new genre"". graduated from Capilano College and continued his study at Centre for Digital Imaging and Sound (CDIS).","DJ Clazzi décrit comme ""un magicien de la synthétisation de nouveaux sons dans la musique afin de créer de nouveaux genres uniques"" a étudié au Capilano College puis a continué ses études au Centre for Digital Imaging and Sound (CDIS)."
The ExtraCellular Matrix (ECM) and the cells in contact with the ECM exert mutual tensions.,La Matrice ExtraCellulaire (MEC) et les cellules en contact avec la MEC exercent des tensions réciproques.
To make this possible officers and commanders have superhuman abilities and have the capability to kill hundreds of enemy soldiers per stage.,Pour ce faire les officiers et les commandants ont des capacités surhumaines et peuvent de ce fait tuer des dizaines de soldats à la chaîne.
The 360° twins can have a single ignition system for both cylinders with a wasted spark on each cylinder's exhaust stroke.,Les twins à 360° peuvent avoir un seul système d'allumage pour les deux cylindres avec une étincelle perdue sur la course d'échappement de chaque cylindre.
The event's featured performers included Tortoise The Wrens The Decemberists The Go!,L’événement a proposé des concerts de Tortoise The Wrens The Decemberists The Go!
Herzog was the second of three children born in Illinois to Edgar and Lietta Herzog.,Herzog était le deuxième de trois enfants nés dans l'Illinois à Edgar et Lietta Herzog.
Due to his attempt to disguise the Chinese defeat in the Siege of Ulsan as a victory Yang was recalled from the commanding post and received no more significant commission until appointed grand coordinator of Liaodong (遼東) in 1610.,En raison de sa tentative de dissimuler la défaite chinoise au siège d'Ulsan en la faisant passer pour une victoire Yang est rappelé du poste de commandement et ne reçoiy pas de commission importante avant s'être nommé gouverneur (巡撫) du Liaodong (遼東) en 1610.
"These political songs were often signed ""Ur c'hoz masouner"" (An old mason).",Ces chansons politiques étaient souvent signées « Ur c'hoz masouner » (« Un vieux maçon »).
He kept this portfolio until his death in 1947 including his time in the government in exile.,Il garde ce portefeuille jusqu'à sa mort en 1947 même lorsque ce gouvernement est en exil.
Other festival appearances included Y Not Kendal Calling and Party in the Pines.,Ils jouent également aux festivals Y Not Kendal Calling et Party in the Pines.
Dæhli signed a professional contract with Manchester United on his 17th birthday and made his debut for the reserves in the match against West Bromwich later the same month.,Dæhli signe un contrat professionnel avec Manchester United lors de son 17e anniversaire et fait ses débuts avec l'équipe des moins de 18 ans des Red Devils dans le match contre West Bromwich plus tard dans le même mois.
She is the second child.,Elle est la deuxième enfant.
In his account of those events which were written many years later the Venetian seducer seeks to obtain the central role even though he was perhaps only a partial witness.,Il signifie Belle. » Dans le récit acrobatique et peu vraisemblable qu'il fait des évènements et qui fut rédigé de nombreuses années plus tard le séducteur vénitien cherche à se donner le rôle central alors même qu'il n'a peut-être été qu'un témoin partiel.
Gabriel Taborin (1799–1864) was a French Religious Brother and founder of the Brothers of the Holy Family of Belley France.,Gabriel Taborin (1799-1864) prêtre français fondateur des frères de la Sainte Famille de Belley.
In Addiscombe near London Addiscombe Place is built to the design of architect Sir John Vanbrugh (known for Blenheim Palace).,Construction de la place d'Addiscombe par l'architecte Sir John Vanbrugh (connu pour le palais de Blenheim).
She joined the Nigerian Youth Movement in 1935.,Elle rejoint le parti de la jeunesse nigérian en 1935.
He marries his stepmother contrary to church law and refuses baptism.,Il épouse sa belle-mère en violation des canons de l'Église et refuse le baptême.
On 31 December 2010 there were 53 businesses in Avirey-Lingey: 35 in agriculture-forestry-fishing one in industry one in construction 13 in various trade-transport-services and 3 were related to the administrative sector.,Au 31 décembre 2010 Avirey-Lingey comptait 53 établissements : 35 dans l’agriculture-sylviculture-pêche 1 dans l'industrie 1 dans la construction 13 dans le commerce-transports-services divers et 3 étaient relatifs au secteur administratif.
Tim-Kevin Ravnjak (born 5 November 1996) is a Slovenian snowboarder.,Tim-Kevin Ravnjak né le 5 novembre 1996 à Celje est un snowbordeur slovène.
Firstly the explanation of the suspension of the imperial visit offered by the right is no longer sustainable.,Premièrement l'explication que la suspension des visites impériales soit due à la loi n'est plus viable.
It is almost unheard of for a scientist to refuse to provide his data for independent examination when asked but Targ and Puthoff consistently refused to allow Marks and Kammann to see copies of the transcripts.,C'est presque du jamais vu pour un scientifique de refuser de fournir ses données pour examen indépendant quand on les lui demande mais Targ et Puthoff ont refusé constamment d'autoriser Marks et Kammann de voir les copies des relevés de notes.
He used the terms: the waste basket diagnosis the plague of mental disease demon possession and insanity.,Il a employé les termes : le diagnostic de corbeille la maladie mentale la possession de démon et la folie.
Following an audition and meeting with Burton McCrostie was cast as Olive Abroholos Elephanta in the film Miss Peregrine's Home for Peculiar Children alongside Eva Green Asa Butterfield Ella Purnell and Samuel L. Jackson.,À la suite d'une audition et d'une rencontre avec Tim Burton McCrostie a été choisie pour interprêter Olive Abroholos Elephanta dans le film Miss Peregrine et les Enfants particuliers aux côtés d'Eva Green Asa Butterfield Ella Purnell et Samuel L. Jackson.
Museum Boijmans van Beuningen.,Le musée Boijmans Van Beuningen.
Washington Territory (green) and Oregon Territory (blue) in 1853.,Le territoire de l'Oregon (bleu) et le territoire de Washington (vert) en 1853.
At first the English conquered half of France and seemed likely to win the war until the French were rallied by a peasant girl who would later become a saint Joan of Arc.,Dans un premier temps les Anglais conquirent la moitié de la France et semblaient en position de gagner la guerre jusqu'à ce que les Français se rallient à une jeune paysanne qui deviendra plus tard une sainte Jeanne d'Arc.
She was also a pupil of her uncle John Roddam Spencer Stanhope who was a great influence on her works.,Son oncle John Roddam Spencer Stanhope eut beaucoup d'influence sur elle.
In 1969 he became the spokesperson for the United Indians of All Tribes' occupation of Alcatraz Island.,Il devient à cette occasion le porte-parole du mouvement des United Indians of All Tribes (Indiens de toutes les tribus) créé pendant l'occupation d'Alcatraz.
Potatoes were utilized by the Inca and chocolate was used by the Aztecs.,Les pommes de terre étaient utilisées par les Incas et le chocolat par les Aztèques.
In the Pohl case SS-Obergruppenführer Oswald Pohl and 17 other SS officers employed by the SS Main Economic and Administrative Office (abbreviated in German as SS-WVHA) were tried for war crimes and crimes against humanity committed during the time of the Nazi regime.,Dans ce procès Oswald Pohl et 17 autres officiers SS travaillant à l'Office central SS pour l'économie et l'administration (Wirtschafts-Verwaltungshauptamt ou WVHA) ont été jugés pour crimes de guerre et crimes contre l'humanité commis pendant la période du Troisième Reich.
Fecal Matter was formed early in 1985 after Kurt Cobain had dropped out of Aberdeen High School.,Fecal Matter est formé en 1985 1985 après que Kurt Cobain ait été jeté de l'Aberdeen High School.
The L2 point lies on the line through the two large masses beyond the smaller of the two.,L2 : sur la ligne définie par les deux masses au-delà de la plus petite.
"The track ""Rainbow in the Sky"" features both Flea and John Frusciante of the Red Hot Chili Peppers while ""Melancholy Mood"" features only Flea.",Sur le titre Rainbow in the Sky collaborent à la fois John Frusciante (à la guitare) et Flea (à la basse) des Red Hot Chili Peppers tandis que sur Melancholy Mood seul Flea apporte sa participation.
As it was built at Zborowski's estate of Higham Park near Canterbury it was also known as the Higham Special.,Comme elle fut construite dans le domaine de Zborowski de Higham Parc près de Canterbury elle fut aussi nommée « Higham Spécial ».
In 1921 Kremer returned to Vilna then called Wilno in newly independent Poland.,En 1921 Kremer retourne à Vilnius alors appelée Wilno dans la Pologne nouvellement indépendante.
It has jurisdiction in respect of criminal and civil matters as well as a range of administrative matters.,Elle a juridiction sur les affaires civils et criminelles ainsi que plusieurs affaires administratives.
Whilst the Type 97 Chi-Ha tank was classified as a medium tank by the Imperial Japanese Army the People's Liberation Army heavily influenced by Soviet war doctrine classed the tank as a light tank in official documents.,Alors que le char de Type 97 Chi-Ha Kai était classé comme char moyen par l'Armée impériale japonaise l'Armée de libération du peuple fortement influencée par la doctrine de guerre soviétique le classa comme char léger dans ses documents officiels.
His spirits buoyed Nixon sought a second term but some of Eisenhower's aides aimed to displace him.,Nixon envisagea d'accomplir un second mandat mais certains soutiens d'Eisenhower cherchaient à l'évincer.
Jack Horner also pointed out that the tyrannosaur lineage had a history of steadily improving binocular vision.,Jack Horner a également souligné que les Tyrannosauridae avaient évolué au cours du temps en améliorant de façon constante leur vision binoculaire.
He was one of the first members of the Institute for Advanced Study (1933–1951) and also a professor at Princeton University (1920–1951).,Il fut l'un des premiers membres de l'Institute for Advanced Study (1933-1951) et aussi professeur à l'université de Princeton (1920-1951).
Raymond's 1986 book A Passion for Friends: a Philosophy of Female Affection deviates from her work on medical technologies into the realm of feminist friendship as a basis for a broader feminist theory and politics.,Raymond dans son livre de 1986 A Passion for Friends: a Philosophy of Female Affection (en français : Passion pour l’amitié: une philosophie de l'affection féminine) s'écarte de son travail sur les technologies médicales pour entrer dans le domaine de l'amitié féministe en tant que potentiel pour le développement d'une théorie féministe et politique.
In Cornwall the village of St Blazey derives from his name where the parish church is still dedicated to Saint Blaise.,En Cornouailles le village de saint Blazey (en) a été nommé d'après lui et l'église de la paroisse consacrée à saint Blaise.
Though Sweden stayed neutral during the war its naval vessels escorted and protected convoys inside Swedish territorial waters at times attacking hostile submarines with depth charges.,Bien que la Suède fût restée neutre pendant la guerre ses navires escortaient et protégeaient les convois à l'intérieur des eaux territoriales suédoises attaquant parfois les sous-marins hostiles avec des charges de profondeur.
SMPTE 372M is a standard published by SMPTE which expands upon SMPTE 259M SMPTE 344M and SMPTE 292M allowing for bit-rates of 2.970 Gbit/s and 2.970/1.001 Gbit/s over two wires.,SMPTE 372M est un standard publié par la SMPTE qui étend SMPTE 259M SMPTE 344M et SMPTE 292M pour autoriser des débits de 2.970 Gbit/s et 2.970/1.001 Gbit/s avec deux câbles.
In August 1946 Falcon became national secretary of the Union of Spanish Women.,En août 1946 elle devient secrétaire nationale de l'Union des femmes espagnoles.
The genes of the S-motility system appear to be homologs of genes involved in the biosynthesis assembly and function of twitching motility in other bacteria.,Les gènes du système de type S s'avèrent être homologues aux gènes impliqués dans la biosynthèse l'assemblage et la fonction de la motilité par contractions/convulsions chez d'autres bactéries.
He was said to have shot Regent Moray twice in the belly and navel on 23 January 1570 with a gun loaded with two lead balls.,Il y est dit avoir tiré deux fois sur le Régent Moray dans le ventre et au nombril le 23 janvier 1570 avec un fusil chargé de deux balles de plomb.
On October 10 2016 JYP Entertainment released a time table for Twice's third extended play through their official homepage and SNS which shows the group's promotion schedule beginning October 10 until the release of their album on the 24th.,Le 10 octobre 2016 JYP Entertainment a mis en ligne l'horaire de sortie pour le troisième mini-album des Twice via leur site officiel et les réseaux sociaux montrant que les promotions du groupe commenceront le 10 octobre jusqu'à la sortie de l'album le 24 octobre.
Opera critics at the time criticized her technical skill but praised her interpretive ability.,Les critiques de l'époque critiquent sa compétence technique mais font l'éloge de sa capacité d'interprétation.
In 2007 ownership was transferred to a holding company in Los Angeles and the property is now managed by Robert Reynolds.,En 2007 le titre de propriété fut transféré à une société faîtière de Los Angeles et la propriété est actuellement gérée par Robert Reynolds.
1PN110 a more recent night sight for the RPG-29.,1PN110 : vision nocturne plus récente pour RPG-29.
Three years later he was called as pastor of the Walloon church in London but his delicate health not accommodating to the climate he returned to Geneva and was ordered to serve the church of Chancy.,Trois ans après il fut appelé comme pasteur de l’Église wallonne à Londres mais sa santé délicate ne pouvant s’accommoder au climat il retourna à Genève et fut chargé de desservir l’église de Chancy puis à Saconnex près de Genève.
"In addition to revitalizing Train's career in their native country ""Hey Soul Sister"" has also become a big international hit; it was #1 on the official Dutch and Australian singles charts for 7 weeks and 4 weeks respectively and also became their first Irish number one single.",En plus de revitaliser la carrière de Train dans leur pays natal Hey Soul Sister devient également un succès international puisqu'il est numéro un aux Pays-Bas et en Australie pendant sept et quatre semaines respectives et devient également leur premier single numéro 1 en Irlande.
In January 1955 the B.B. Pen Company Inc. sued ABC-Paramount Theaters Inc. charging breach of contract and fraud with regard to the company's sponsorship of the Jessel program.,En janvier 1955 le B.B. Pen Company Inc. a poursuivi ABC-Paramount Theaters Inc. pour rupture de contrat et fraude en ce qui concerne le parrainage du programme Jessel.
Catostomidae have been uncovered and dated to the Middle Eocene in Colorado and Utah.,Les Catostomidae ont été découverts en date de l'Éocène moyen dans le Colorado et l'Utah.
"The Los Angeles Times' Mary McNamara gave it a mixed review stating that it ""collapses into camp... upon more than one occasion"" but also noting that it is ""hard to look away.""",Mary McNamara du Los Angeles Times écrivit une critique mitigée expliquant : « tout s’effondre à chaque occasion » mais qu’il est « dur de détourner les yeux ».
"This branch descended from Louis XIV and his son the ""Grand Dauphin"" began with King Philip V of Spain Son of France and Duke of Anjou before his accession.",Cette branche issue de Louis XIV et de son fils le Grand Dauphin est née avec le roi Philippe V d'Espagne fils de France et duc d'Anjou avant son accession au trône.
He was a student of Katsukawa Shunshō and is generally credited with designing the first large-head actor portraits (ōkubi-e).,Il est élève de Katsukawa Shunshō et généralement considéré comme le créateur des premiers grands portraits d'acteurs (ōkubi-e).
