EN,FR
"Tea is the national drink in Egypt, and holds a special position that even coffee cannot rival.",Le thé est la boisson nationale en Égypte et occupe une position que même le café ne peut pas rivaliser.
"The Supreme Court received 100,781 cases last year.""",La Cour suprême a été saisie de 100 781 affaires l'année dernière.»
"And We called him from the side of the mount at right and brought him near, confiding .","Nous avons imploré, et on nous a raillés, et le malheur s'est abattu sur nous."
"Online text Le Monde, son origine et son antiquité.","Texte en ligne Le Monde, son origine et son antiquité."
Less is inspired by Sass.,Less est inspiré par Sass.
"Whoever desires, let him take the water of life freely.""","Et que quiconque a soif vienne; que quiconque le veut prenne l'eau de la vie, gratuitement."""
"Starck has at the same time engaged since 1990 in the democratization of so-called ""design and quality"" hotels.",Starck s’est dans le même temps engagé dès 1990 dans la démocratisation des hôtels dits « de design et de qualité ».
"The song is well known by variations of the chorus: Steal away, steal away, steal away to Jesus!","La chanson est bien connue par les variations du refrain : Steal away, steal away, steal away to Jesus!"
"""Sweetest Sin"" CD 1 1.","""Sweetest Sin"" CD 1 1."
The Fundamentalist Phenomenon/The Resurgence of Conservative Christianity.,The Fundamentalist Phenomenon/the Resurgence of Conservative Christianity.
Does it make sense to say that something is mentally 70% Frederick?,Est-ce que cela a un sens de dire que quelque chose est mentalement semblable à 70 % à Frédérique ?
"Evolution, Revolution, Reconstruction: The interrupted Development of Higher Education in Afghanistan.","Evolution, Revolution, Reconstruction: The interrupted Development of Higher Education in Afghanistan."
It was reported that this was due to his intention to return to active politics in Karnataka.,Il a été rapporté que cela était dû à son intention de retourner à la politique active au Karnataka.
"He said, ""You can't write that damn lyric.","He said, ""You can't write that damn lyric."
Bent timber ships and universal wood bending machinery.,Bent timber ships and universal wood bending machinery.
"During the implementation of the projects, in 2013, 800 children under 18, were provided socio-psychological, legal and reintegration services.","Au cours de la mise en œuvre des projets, en 2013, 800 enfants de moins de 18 ans ont bénéficié de services socio-psychologiques, juridiques et de réintégration."
"He is celebrated on 3 November (by Maronites particularly), and on 9 October.","Il est fêté le 3 novembre (en particulier par les maronites), et le 9 octobre."
Beethoven Symphonies in Chamber Arrangements.,Beethoven Symphonies in Chamber Arrangements.
Sobre el cielo y la tierra (in Spanish).,Il associe le ciel et la terre.
Trade Commission Speeds Its Inquiry.,Trade Commission Speeds Its Inquiry.
"Large extra-European cities gather large concentrations of European migrants, among others.","Des grandes villes extra-européennes rassemblent des grandes concentrations de migrants européens, parmi d’autres."
Repenser la sociologie du développement entre dynamiques du dedans et dynamiques du dehors.,Repenser la sociologie du développement entre dynamiques du dedans et dynamiques du dehors.
"They also held another ""Moo Party"" in Los Angeles, which took place on October 4.","Elles ont aussi tenu une autre ""Moo Party"" à Los Angeles, qui a eu lieu le 4 octobre."
"However, it rejected the USFL's other claims.","Cependant, il rejette les autres revendications de l'USFL."
The white elephant became Maha Kassapa.,L'éléphant blanc est devenu Maha Kassapa .
2000 – Fast &amp; Furious II.,2000 - Fast &amp; Furious II.
There are two reasons for this: the realization of gains through international trade and the adjustment mechanism.,Il y a deux raisons à cela : la réalisation de gains grâce au commerce international et le mécanisme d'ajustement.
In Democracy and Education he develops a philosophy of education based on democracy.,"Dans Démocratie et Éducation, il développe une philosophie d'éducation basée sur la démocratie."
49% of voters chose a closer relationship with the United States via Commonwealth.,49 % des électeurs ont choisi une relation plus étroite avec les États- Unis via un Commonwealth.
"""Venture and Response: The Dialogical Strategy of Newman's Loss and Gain"".","""Venture and Response: The Dialogical Strategy of Newman's Loss and Gain""."
The answer is given as 112 437/702 with a detailed description of the process by which the answer is obtained.,Combien cela fait-il? » La réponse donnée est 112 437/702 avec une description détaillée du processus par lequel la réponse est obtenue.
"Since then, it has undergone three decades of gradual but insufficient reforms.","Depuis, il a connu trois décennies de réformes progressives mais insuffisantes."
He notices that Ethan Frome is isolated.,Il remarque que Ethan Frome est isolé.
They divided Aquitaine separately again.,Ils se répartissent de nouveau l'Aquitaine séparément.
Its quality and prestige remain intact to the extent that it long withstood massive sugar consumption.,Sa qualité et son prestige reste intact à tel point qu'il résiste pendant très longtemps à la consommation massive de sucre.
He also lost 750 000 francs in a furniture business which burned down.,Il perd également 750 000 francs dans une entreprise de meubles qui brûle.
Habilitation – (7 November 2007) Doctorate (since 7 June 1999): Wojskowość Kozaczyzny Zaporoskiej.,Habilitation – (depuis 7 novembre 2007) Doctorat (depuis 7 juin 1999): Wojskowość Kozaczyzny Zaporoskiej.
It operates more exactly in and around the refugee camps.,Elle opère plus précisément dans et autour des camps de réfugiés.
"Following seven years of therapy, he said he had changed his sexual orientation.","Après sept ans de thérapie, il a affirmé qu'il a changé son orientation sexuelle."
"Nathan's brothers, fearful of their positions, want to support the restored French dictator.","Les frères de Nathan, craintifs de leurs positions, veulent soutenir le dictateur français restauré."
"""Bio-express de SEM.",Bio-express de SEM.
It was also during this period that H-E.,C'est également durant cette période qu'H-E.
"He complied with the first and third demands, and was received by the pope on 14 September.","Il s'est plié à la première et à la troisième demande, et a été reçu par le pape le 14 septembre."
"Adopted in 1996, this formed the cornerstone of the Economic and Monetary Union.","Adopté en 1996, ce dernier forme la pierre angulaire de l’Union économique et monétaire."
"In late 2005, another management conflict, this time within the IVAO organisation, led to a further split.","À la fin de 2005, une autre gestion de conflit, cette fois au sein de l'organisation IVAO, a conduit à une scission."
He himself fought very bravely and he won a most glorious victory on 5 July.,Il combatit lui-même très bravement et gagna la plus glorieuse victoire le 5 juillet.
"The Green League is no longer a protest party, nor an alternative movement.",La Ligue verte n'est plus un parti de protestation ou un mouvement alternatif.
There were 643 children in the main study group.,Il y avait au total 643 enfants dans le groupe d'étude principale.
Both are now available from OASIS.,Les deux sont maintenant disponibles de la part d'OASIS.
The autofocus progresses with 0.9 seconds on a moving object.,"L’autofocus progresse avec 0,9 secondes sur un objet en mouvement."
"""The Swedish unemployment insurance – will the Ghent system survive?"" (pdf).","""The Swedish unemployment insurance – will the Ghent system survive?"" ."
"For this reason, it is also called the operator 2-norm.","Pour cette raison, on l'appelle également norme 2 d'opérateur."
"""Michaux Mysteries Clarified"".","""Michaux Mystery Clarified""."
"He could have become a rich man with such an innovation but he sold his American patent rights to Westinghouse Electric for £2,000.","Il aurait pu devenir un homme riche avec une telle innovation, mais il a vendu ses droits de brevet américains à Westinghouse Electric pour 2 000 £."
"""The Accident to the Gloster II"".","""The Accident to the Gloster II""."
"And for the first time, at that moment, I felt that every life is lived according to its own laws.","Et pour la première fois, à ce moment, j'ai senti que chaque vie est vécue selon ses propres lois."
"Pornography, sexuality and love are precisely three themes of La Crème de la crème.","Pornographie, sexualité et amour sont justement trois thèmes de La Crème de la crème."
"The following year, Amsterdam was the host city.","L'année suivante, Amsterdam est la ville hôte."
"The numbers 13 and 113 in each series were not used, to avoid upsetting superstitious customers.","Les numéros 13 et 113 de chaque séries n'étaient pas utilisés, pour éviter de déranger les clients superstitieux."
"In 2015, he collaborated with Zion.T for the single ""그냥 (Just)"".","En 2015, il collabore avec Zion.T pour le single ""그냥 (Just)""."
"According to writer Steve Gerber, the series ""got virtually no promotion ...","D’après le scénariste Steve Gerber, la série ""n’a eu virtuellement aucune promotion ..."
"In fact, he seems to have started building a Vandal fleet even before he became king.","En fait, il semble avoir commencé à construire une flotte vandale avant même qu'il ne devienne roi."
They had also explained the local tradition of protection of guests.,Ils avaient aussi expliqué la tradition locale de protection des invités.
A dramatic day in my life in which the action of the fascist generals against me makes me feel more Chilean than ever.,Un jour dramatique dans ma vie dans lequel les agissements de généraux fascistes contre moi me font sentir plus Chilien que jamais.
"According to this interpretation of Young's teachings, Michael was a god who had received his exaltation.","Selon cette interprétation des enseignements de Young, Michael était un dieu qui avait reçu son exaltation."
"3 películas de Hito Steyerl (""Art, control and domination.","3 películas de Hito Steyerl (""Art, contrôle et domination."
"France, and in particular Paris, has long been considered one of the most romantic places to be.","La France, et en particulier Paris, est depuis longtemps considérée comme l'un des endroits les plus romantiques."
"Those are still my guys, Pat and Emile, and I'm still going to work with them in the future.","Ce sont toujours mes gars, Pat et Emile, et je vais continuer à travailler avec eux dans le futur."
"""Construction of the Masses Pt.","""Construction of the Masses Pt."
The opposite operation also preserves the order and is the second kind of rotation.,L'opération opposée préserve aussi l'ordre et est le deuxième type de rotation.
"After denouncing it in 1967, Syria ""conditionally"" accepted the resolution in March 1972.","Après dénonciation de cela en 1967, la Syrie accepta « conditionnellement » la résolution en mars 1972."
The new arrangement also involves the transformation of the SPA into a Presidency.,Le nouvel arrangement implique également la transformation de la SPA en une présidence.
The Premier also has access to a reception hall on the 14th floor if need be.,Le premier ministre a aussi accès à la salle de réception du 14e étage si nécessaire.
"Although the king was eager for war in Europe, his ministers were more cautious.","Bien que le roi souhaitait une guerre en Europe, ses ministres étaient plus prudents."
"The Beijing office opened on November 9, 2010, and is supported by the government of the People's Republic of China.",Le bureau de Pékin a ouvert le 9 novembre 2010 et est soutenu par le Gouvernement de la République populaire de Chine.
"The energy sector in Switzerland is, by its structure and its importance, typical of a developed country.","Le secteur de l'énergie en Suisse est, de par sa structure et son importance, typique d'un pays développé."
"Furthermore, Lucien neglects many requests of Gerda as he does not want to accept orders from his daughter.","En outre, Lucien néglige de nombreuses demandes de Gerda car il ne veut pas accepter d’ordres de sa fille."
Animal Attractions: Nature on Display in American Zoos.,Animal Attractions : Nature on Display in American Zoos.
"One year later, their EP Teen Spirit was released.","Un an plus tard, leur EP Teen Spirit a été libéré."
"She symbolizes Paris at long last free.""",Elle symbolise Paris enfin libre ».
"Later, on her return to Guinea-Bissau, she was active both in health and political matters.","Par la suite, à son retour en Guinée-Bissau, elle fut active à la fois dans le domaine de la santé et en politique."
The balanced soul is being judged when Abraham shows up.,L'âme pesée est en train d'être jugée quand Abraham se présente.
We find the authentic charm of the real water of Guizhou!,On y retrouve le charme authentique de la vraie eau de Guizhou !
The Power of Projections: How Maps Reflect Global Politics and History.,The power of projections: how maps reflect global politics and history.
"He is in the same class as Io and Ryuu, but he doesn't get along with Ryuu very well.","Il est dans la même classe que Io et Ryuu, mais il ne s'entend pas vraiment bien avec Ryuu."
She's completely unaware that she has a fan club at school.,Elle ignore complètement qu'elle a un fan club à l'école.
Somali Sultanate: the Geledi city-state over 150 years.,Somali Sultanate: the Geledi city-state over 150 years.
"Part of the movement was, and continues to be, associated with the political and economic realities of the role of the local community.",Une partie du mouvement était et reste associée aux réalités politiques et économiques du rôle de la communauté locale.
"Last, there's a general view of Moscow.","Dernière, il y a une vue générale de Moscou."
"In 1867 the resettlement was officially forbidden, with the exception of ""isolated exceptional cases"".","En 1867, la réinstallation fut officiellement interdite, à l'exception des « cas exceptionnels isolés »."
"In the late 19th century, tom kha was not a soup.","À la fin du XIXe siècle, le tom kha n'était pas encore une soupe."
"Factores, Bases y Fundamentos de la Política Exterior de México.","Factores, Bases y Fundamentos de la Política Exterior de México."
You have a great deal of unused capacity which you have not turned to your advantage.,Vous possédez de considérables capacités non employées que vous n'avez pas utilisées à votre avantage.
"On 10 January 1741, she was arrested for the third time, but this time she was correctly identified and could not give a false name.","Le 10 janvier 1741, elle est arrêtée pour la troisième fois, mais cette fois elle est correctement identifiée et n'a pas pu donner un faux nom."
"If he appeared to compromise too much, it might provoke a coup—although there was no serious signs of one.","If he appeared to compromise too much, it might provoke a coup—although there was no serious signs of one."
This is also evident in Europe and other places where local economic areas do not coincide with political boundaries.,Ceci est aussi évident en Europe et ailleurs où les régions économiques locales ne correspondent pas aux frontières politiques.
"Over the next two years, the Combined Policy Committee met only eight times.","Au cours des deux années suivantes, le Comité de politique combinée se réunit huit fois seulement."
"Popotan (いっちゃえ！ぽぽたん, Icchae!","Popotan (いっちゃえ！ぽぽたん, Icchae!"
"""Labor: Majority Tool.""","""Labor: Majority Tool."""
Transavia moved into the new building on 3 May 2010 with about 400 employees.,Transavia a déménagé dans le nouveau bâtiment le 3 mai 2010 avec environ 400 employés.
"And my parents would also feel they were totally losing face, when their friends all have grandkids already"".","Et leurs parents sentiraient aussi qu'ils perdent totalement la face, alors que leurs amis ont déjà des petits-enfants »."
Hill has also encouraged the rest of Shetland to declare independence.,Hill a également encouragé le reste des Shetland à déclarer son indépendance.
"At the same time, an Incan ceremony is taking place.","En même temps, une cérémonie Incan a lieu."
"The intruders are attacked by Lin Dong, who also tries to find out the same answer.","Les intrus sont attaqués par Lin Dong, qui tente également de trouver la même réponse."
The Lady Sings...,The Lady Sings...
This practice is no longer employed in the other provinces and territories.,Cette pratique n'est plus employée dans les autres provinces et territoires.
"They acquired the generic name ""Bison"" from their main manufacturer.",Ils ont acquis le nom générique de « Bison » de leur principal fabricant.
Directed by David Vaisbord.,Réalisé par David Vaisbord.
Anne Ramsden: La collection et le quotidien.,Anne Ramsden : La Collection et le Quotidien.
"Determined to get S, Belle asks for the help of her two best friends.","Déterminée à obtenir S., Belle demande l'aide de ses deux meilleures amies."
"Kelly won his seventh Paris–Nice in spring 1988, a record.","Kelly remporte son septième Paris-Nice au printemps 1988, un record."
"To date, Vietnam has ordered and received 12 of these aircraft.","À ce jour, le Viêt Nam a commandé et reçu 12 de ces avions."
It had to be extended to allow Grubb to ride 220.5 miles.,"Elle a dû être prolongée pour permettre à Grubb de parcourir 220,5 miles."
"While attempting to find a boat to take him to Tokyo, he was apprehended on March 28.","Tout en essayant de trouver un bateau pour l'amener à Tokyo, il fut appréhendé le 28 mars."
"""80(R) HCR 109"".","""80(R) HCR 109""."
"It made 139 recommendations for legislative, administrative and cultural reform.","Ce rapport exhaustif présentait 139 recommandations de réforme législative, administrative et culturelle."
I vow to live in solidarity with the cosmos and all living beings.,Je jure de vivre en solidarité avec le cosmos et tous les êtres vivants.
"The assailants said ""You're Jorge Carpio"" and then shot him three times.",Les assaillants ont dit « Vous êtes Jorge Carpio » et lui ont ensuite tiré dessus à trois reprises.
"However, Mandarin also retains the medials, where /i/ and /y/ can occur, as can be seen in the examples above.","Cependant, la mandarin garde les médianes, où /i/ et /y/ peuvent apparaitre, comme dans les exemples ci-dessus."
'In Between?' is an interdisciplinary educational project which began in April 2016.,'In Between?' est un projet éducationnel interdisciplinaire débuté en avril 2016.
"Columna, 2008 Atàviques feres.","Columna, 2008 Atàviques feres."
Owning the Olympics: narratives of the new China.,Owning the Olympics : Narratives of the New China.
"On the other hand, the European program whose primary goal is to build a European federation is common.","En revanche, le programme européen dont le but premier est de construire une fédération européenne est commun."
"Eli Simmons (""Closure"") (2011) - A Great Catch ....","Eli Simmons (""Fermeture"") (2011) - A Great Catch ...."
A recent copy of a London newspaper was also included as proof of good faith.,Une copie récente d'un journal de Londres était également incluse comme preuve de bonne foi.
"Throughout her 33-year career, the crew of the Mary Rose changed several times and varied considerably in size.","Tout au long de ses 33 ans de carrière, l'équipage de la Mary Rose changea à plusieurs reprises et varia considérablement en taille."
"The Future of the White and the Colored Nations in the Light of Biological Statistics"".","L'avenir des Blancs et les nations de couleur à la lumière des statistiques biologiques ""."
Then follow the road signs.,Puis suivre les indications routières.
The accession of the European Union was to be made possible by the ratification of Protocol 14 to the Convention for the Protection of Human Rights and Fundamental Freedoms.,L'adhésion de l'Union européenne devait être rendue possible par la ratification du Protocole n° 14 à la Convention de sauvegarde des droits de l'homme et des libertés fondamentales.
Louis XIV very rarely went against the majority opinion of the council.,Louis XIV s'écartait très rarement de l'opinion majoritaire du Conseil.
Her former MIT classmate Sophia Hayden also entered the competition.,Her former MIT classmate Sophia Hayden also entered the competition.
"As a result, it is illegal to export true salep.","Par conséquent, il est illégal d'exporter du vrai salep."
"Like WWV, it is omitted during the first hour of each UTC day.","Comme WWV, elle est omis pendant la première heure de chaque jour UTC."
"In 1992, he returned to Malawi for a democratic conference.","En 1992, il retourne au Malawi pour une conférence démocratique."
"However, many families quickly adopted the Reformed religion.","Cependant, beaucoup de familles ont adopté rapidement la religion réformée."
A commercial use of his inventions is unlikely.,Une utilisation commerciale de ses inventions est peu probable.
"""Shaking the Money Tree: Texas Pacific Land Trust… If You Trust Land"".",Shaking the Money Tree: Texas Pacific Land Trust… If You Trust Land.
The technical aspects of the operation were detailed in a five-volume report.,Les aspects techniques de l'opération furent détaillés dans un rapport en cinq volumes.
For several centuries the Italian Peninsula was the main and often unique destination of the seasonal emigration.,La péninsule italienne a été durant plusieurs siècles la principale et souvent unique destination de l’émigration saisonnière.
She would often invite people in off the street to pose for her.,She would often invite people in off the street to pose for her.
"Over the next four weeks, all eight members of Suzuki-gun also worked all subsequent Noah events.","Au cours des quatre semaines suivantes, tous les membres de Suzuki-gun ont également travaillé pour tous les événements ultérieurs de la NOAH."
"""If you like this game, BUY it.",Si vous aimez ce jeu ACHETEZ le.
His name was selected for the new venture as money and fishing are two of Yamane's five favorite things.,Son nom a été choisi pour la nouvelle entreprise parce que l'argent et la pêche sont deux de cinq choses préférées de Yamane.
Version 12.50 added the use of Google Compute Engine.,Version 12.50 ajouté l'utilisation de Google Compute Engine.
It's not a story like Michael Collins.,Ce n'est pas une histoire comme Michael Collins.
"Raffaele De Giorgi, ""Couleur, couleur!"".","Raffaele De Giorgi, ""Couleur, couleur!""."
There are currently 35 known roAp stars.,On connait actuellement 35 étoiles roAp.
"Additionally, enormous tasks present themselves in Eastern and Southeastern Europe where agriculture is experiencing radical restructuring.","En outre, d’énormes tâches se présentent dans l’Europe de l’Est et du Sud-Est où l’agriculture connaît une restructuration radicale."
The success of Robert was as spectacular as its production.,Le succès de Robert le Diable fut aussi spectaculaire que sa production.
De ondergang van Johan van Vere de With ('Pathologies.,De ondergang van Johan van Vere de With ('Pathologies.
"For many years, it was thought that Vatican II had made one significant exception to Mystici corporis.","Pendant de nombreuses années, il a été pensé que Vatican II avait fait une exception significative à Mystici Corporis."
"Let me root, root, root for the home team, If they don't win, it's a shame.","Let me root, root, root for the home team, If they don't win, it's a shame."
Trees You Want to Know.,Trees You Want to Know.
The locations of the stations were chosen by O'Etzel himself.,Les emplacements des stations ont été choisis par O'Etzel lui-même.
"""المغردون يحتفلون بطريقتهم بعيد ميلاد نبيل رجب ""#كل_عام_وأنت_حر_يا_نبيل"""".","""المغردون يحتفلون بطريقتهم بعيد ميلاد نبيل رجب ""#كل_عام_وأنت_حر_يا_نبيل""""."
1985 - Establishment of a permanence in Montreal.,1985 - Établissement d'une permanence à Montréal.
The defeat of Siemowit IV reduced considerably the number of his supporters.,La défaite de Siemowit IV réduit considérablement le nombre de ses partisans.
Zárate Partido: Zárate (km 84).,Partido de Zárate : Zárate (km 84).
"Some even copied, by hand, the visa that Sugihara had written.","Certains ont même copié, à la main, le visa que Sugihara avait écrit."
"However, the University's continued expansion into Carlton is opposed by some residents.","Cependant, l'expansion continue de l'université à Carlton sont opposés par certains résidents."
The European Football Yearbook 2009/10.,The European Football Yearbook 2009/10.
(Love makes the melody immortal!),(L'amour rend la mélodie immortelle!).
Trois-Rivières: Écrits des Forges.,Trois-Rivières : Écrits des forges.
The Meaning of My Being (Instrumental) 4.,The Meaning of My Being (instrumental) 4.
Children in the experimental group received 40 hours of Son-Rise program for one week.,Les enfants du groupe expérimental ont reçu 40 heures de programme Son-Rise pendant une semaine.
"In practice, the two differed by the means of their creation and not necessarily whether or not they were written down.","En pratique, les deux diffèrent par la signification de leur création et pas nécessairement s'ils sont mis par écrit ou non."
"여자빅뱅 5인조 결정 ‘산다라박 합류’ (Female Big Bang Now 4-Member Group, ""Sandara Park Included"").","여자빅뱅 5인조 결정 ‘산다라박 합류’ (Female Big Bang Now 5-Member Group, ""Sandara Park Included"")."
Thus appeared the three governments of New France.,Ainsi sont apparus les trois gouvernements de la Nouvelle-France.
We have to have some experience with the machine before we really know its capabilities.,Nous avons besoin d'expérience avec la machine avant de vraiment connaître ses capacités.
"It is also known as the English Mountain, perhaps because the British residents occupied the fort here, for some time.","On l'appelle aussi la Montagne anglaise, peut-être parce que les résidents britanniques ont occupé le fort ici, pendant un certain temps."
That implies : Establish a federal Constitution in place of the many current treaties.,Cela implique : Instaurer une Constitution fédérale en lieu et place des multiples traités actuels.
"He called two of them a ""bitch"" before shooting them.","Il a appelé deux d'entre elles ""chienne"" avant de les abattre."
Who trembles before Esterhazy?,Qui donc tremble devant Esterhazy ?
Torpedoes are another type of ammunition.,Les torpilles sont un autre type de munitions.
She refuses to give him The Fulcrum.,"Cependant, elle refuse de lui donner le Fulcrum."
Are you going to vote to have a war or not?,Est-ce que vous allez voter pour avoir une guerre ou pas ?
The soldiers had lied to them.,Ils le traitèrent de menteur.
"However, Philipp II died before the treaty was sealed.","Cependant, Philippe II est mort avant que le traité a été scellé."
"The decision for the mascot however, was taken much earlier according to the organizers.","Cependant, la décision de la mascotte, a été prise beaucoup plus tôt selon les organisateurs."
Anti-Flag means anti-war.,Anti-Flag means anti-war.
An entire family from central Dublin was killed.,Une famille entière du centre de Dublin est tuée.
17th International Workshop CSL 2003.,17th International Workshop CSL 2003.
Among them are for example members of the space - or civil protection agencies.,Parmi eux se trouvent par exemple les membres des agences spatiales - ou des organismes de protection civile.
"When eaten raw C. molybdites produce severe symptoms, including bloody stools, within a couple of hours.","When eaten raw C. molybdites produce severe symptoms, including bloody stools, within a couple of hours."
"Two other hits followed, ""Club Country"" and ""18 Carat Love Affair"".","Deux autres hits suivent, Club Country et 18 Carat Love Affair."
Having a clear goal can simplify your decisions and actions for any project.,Avoir un objectif clair peut simplifier vos décisions et vos actions pour n'importe quel projet.
The real problem is the way scholars of the New Testament have used and abused papyrological evidence.,The real problem is the way scholars of the New Testament have used and abused papyrological evidence.
Music by Phill Niblock (contains Five More String Quartets; Early Winter).,Music by Phill Niblock (contient Five More String Quartets; Early Winter).
This version was titled Persona 4 Golden.,Cette version est intitulée Persona 4 Golden.
"More guests arrive, and soon, Zombies arrive at the house.","Plus d'invités arrivent, et bientôt, des Zombies arrivent à la maison."
"We left this side blank so you can help.""","Nous avons laissé ce côté vierge pour que vous puissiez aider."""
"It is the main attraction of India's Republic Day celebrations, which last for 3 days.","C'est l'attraction principale des célébrations du Jour de la République en Inde, qui durent 3 jours."
The name Freia (or Freja) could not be used due to a conflicting trademark in Sweden.,Le nom Freia (ou Freja) n'a pas pu être utilisé en raison d'un conflit de marque en Suède.
Widukind was not among them since he had fled to Nordmannia .,"Widukind n'était pas parmi eux, depuis qu'il avait fui à Nordmannia ."
"This was not tolerated by the British colonial government, who closed the school that same year.","Cela n'a pas été toléré par le gouvernement colonial britannique, qui a fermé l'école la même année."
Wapiko no Waku Waku Stamp Rally!,Wapiko no Waku Waku Stamp Rally!
Duration: How long will the pleasure last?,Durée : combien de temps le plaisir dure-t-il ?
"Before, I thought I could only show the strong side of me.","Avant, je pensais que je ne pouvais montrer que le côté fort de moi."
I want to celebrate these mysteries in my paintings...,Je veux fêter ces mystères dans mes tableaux...
Zucker refuted their claims in a response.,Zucker a réfuté leurs revendications dans une réponse.
16 (1912): Le suicide.,16 (1912) : Le Suicide.
He is younger and less sexually experienced than Pico.,Il est plus jeune et moins expérimenté sexuellement que Pico.
"Jang, however, is determined to win at all costs.","Jang, cependant, est déterminé à gagner à tout prix."
Some have argued that Shohreh in fact has eclipsed these singers in the last few years.,Certains ont fait valoir que Shohreh a effectivement éclipsé ces chanteurs au cours des dernières années.
I can't be responsible for how people react to what happened in Dade County.,Je ne peux pas être tenue pour responsable pour la façon dont les gens réagissent à ce qui s'est passé dans le comté de Dade.
"As a result, 459,000 children and their parents moved to stay with friends and relatives.","En conséquence, 459 000 enfants et leurs parents déménagent pour rester avec des amis et des parents."
Tourists are able to visit the Vatican's museums for a fee of about 15 to 19 euros.,Les touristes sont en mesure de visiter les musées du Vatican pour un montant d'environ 15 à 19 euros.
"Bamford, however, points out that Liberty's top speed was far below 28 knots.","Cependant, Bamford souligne que la vitesse maximale du Liberty était bien inférieure à 28 nœuds."
"On the basis of this growth, up to 500 healthcare facilities were created or renewed.","Sur la base de cette croissance, jusqu'à 500 établissements de santé ont été créés ou renouvelés."
"The honour, welfare and comfort of the men you command come next.","The honour, welfare and comfort of the men you command comes next."
Hopeless Romantic followed in 1999.,Hopeless Romantic suit en 1999.
Three experts were consulted about the Finnish horse in order to ascertain its value for the project.,Trois experts sont consultés au sujet du cheval finlandais en vue de déterminer sa valeur pour le projet.
Christmas on Mars was shown for the first time at the Sasquatch!,Christmas on Mars a été montré pour la première fois au Sasquatch!
Some individuals from Florida have green eyes.,Certains individus de Floride ont les yeux verts.
Our light now is the ban treaty.,Notre lumière maintenant est le traité de prohibition.
"The Romulus of the Sabines reappears there in all its nakedness.""",Le Romulus des Sabines reparaît là dans toute sa nudité ».
"The Russian Series, 1969, consists of three paintings.","La série russe, 1969, se compose de trois peintures."
"Die Lehre vom Urtheil, vom Begriff und vom Schluss.","Die Lehre vom Urtheil, vom Begriff und vom Schluss."
"It is extraordinarily regrettable that the new German inventions cannot be protected either, because Germany is not a member of the Patent Union.","Il t extrêmement regrettable que les nouvelles inventions allemandes ne puissent pas être protégées non plus, parce que l'Allemagne n't pas membre de l'Union des brevets."
"However, Rachel Summers and Psylocke have also used it.","Cependant, Rachel Summers et Psylocke l'ont également utilisés."
1988 - Cidade de Porto.,1988 - Cidade de Porto.
"On July 27, he wrote to Marx that he had no alternative than migrating to the United States.","Le 27 juillet, il écrivit à Marx qu'il n'avait d'autre alternative que d'émigrer aux États-Unis."
Raj Bhopal writes that these inequalities have been documented in numerous studies.,Raj Bhopal écrit que ces inégalités ont été documentées dans de nombreuses études.
"Despite what had been claimed in the media, the proposal did not necessarily leave the Solar System with only twelve planets.","Malgré ce qui a été rapporté dans les médias, la proposition ne laissait pas nécessairement le Système solaire avec seulement 12 planètes."
"2004, 2007, 2010: Applied Arts Awards Annual.","2004, 2007, 2010 : Applied Arts Awards Annual."
Control of Brown Soft Scale in Central Valley.,Control of Brown Soft Scale in Central Valley.
"For the next three years, they must pretend to be in a relationship to maintain peace between the gangs.","Pour les trois prochaines années, ils doivent faire semblant d'être dans une relation afin de maintenir la paix entre les gangs."
Suffolk's priority that day (May 8) was to salvage what remained of English arms.,"La priorité de Suffolk, ce jour-là (8 mai), était de sauver ce qui restait des troupes anglaises."
Une Réflexion chrétienne sur la Personne.,Une Réflexion chrétienne sur la Personne.
"Her confessors, who exercised a strong influence on her, were Jesuits.","Ses confesseurs, qui ont exercé une forte influence sur elle, étaient des jésuites."
Smith encourages his parishioners to be charitable.,Smith encourage ses paroissiens à être charitable.
Others propose models to intentionally replace capitalism.,D'autres proposent des modèles visant à remplacer intentionnellement le capitalisme.
The presidents of the legislative bodies of each member country of the Unasur will also integrate it.,Les présidents des pouvoirs législatifs de chaque pays intégrant l'Unasur l'intégreront aussi.
The latter will be able to ensure the education of future generations and offer Africa a promising future.,Ces derniers pourront assurer l’éducation des générations futures et offrir à l’Afrique un avenir prometteur.
This version was initially called X386 1.2E.,Cette version fut initialement appelée X386 1.2e.
"I have risked my life for Italy, and your duty is to do good to those who have suffered for her.""","J'ai risqué ma vie pour l'Italie, et votre devoir est de faire du bien à ceux qui ont souffert pour elle »."
"However, West left the Germs in 2009.","Cependant, West quitte les Germs en 2009."
"""Doomsday 747s: The National Airborne Operations Center"".","""Doomsday 747s: The National Airborne Operations Center""."
Tax competition for Tiebout was an integral part of the market process between the government and its citizens.,La concurrence fiscale pour Tiebout était une partie intégrante du processus de marché entre le gouvernement et ses citoyens.
"Am Manzanares, op.","Am Manzanares, op."
"The B-52 turned out the lights in Baghdad.""",Le B-52 éteint les lumières à Bagdad ».
"No, I'm smart enough to realize there's only one Strahan and there will always only be one Strahan.",Je suis assez intelligent pour me rendre compte qu’il n’y a qu’un Strahan et qu’il n’y aura toujours qu’un Strahan.
"Sermon 127, Instructions to his soldiers, some consider this part of the previous sermon.","Sermon 127, des instructions à ses soldats, certains considèrent cette partie du sermon précédent."
